index,response,tag
304,Make sure to submit your parents' certificate of contract.,23
305,Please ensure the certificate of contract from your parents is submitted.,23
306,Don't forget to submit the certificate of contract from your parents.,23
307,Kindly provide the certificate of contract signed by your parents.,23
308,Your parents' certificate of contract must be submitted.,23
309,Please submit the required certificate of contract from your parents.,23
310,Ensure your parents' certificate of contract is included in your submission.,23
311,We need the certificate of contract from your parents for processing.,23
312,Don't forget to include your parents' certificate of contract.,23
313,Your parents' certificate of contract is necessary for your application.,23
314,Please ensure your parents' certificate of contract is submitted.,23
315,"Submit the certificate of contract from your parents, please.",23
316,It's essential to include your parents' certificate of contract.,23
317,Your parents' certificate of contract is a required document.,23
318,Make sure your parents' certificate of contract is included in your submission.,23
319,Please submit your parents' signed certificate of contract.,23
320,Don't forget to include the certificate of contract from your parents.,23
321,Kindly ensure your parents' certificate of contract is submitted.,23
322,Your parents' certificate of contract is a necessary submission.,23
323,Make sure your parents' signed certificate of contract is included.,23
324,Submit your parents' certificate of contract along with your application.,23
325,It's important to provide your parents' certificate of contract.,23
326,Ensure your parents' certificate of contract is included with your submission.,23
327,Please don't forget to include your parents' signed certificate of contract.,23
328,Remember to submit your parents' certificate of contract.,23
329,Please submit the required certificate of contract signed by your parents.,23
330,Ensure the certificate of contract from your parents is submitted.,23
331,It's necessary to submit your parents' certificate of contract,23
332,"DSWD Regional Offices will provide BU Admissions with a copy, including the names of SHS Students who are recipients of the 4Ps program.",24
333,"BU Admissions will be provided with a copy by DSWD Regional Offices, containing the names of SHS Students enrolled in the 4Ps program.",24
334,"A copy, encompassing the names of SHS Students who are participants in the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
335,"DSWD Regional Offices will transmit a copy to BU Admissions, with the names of SHS Students benefiting from the 4Ps program.",24
336,"BU Admissions will receive a copy from DSWD Regional Offices, comprising the names of SHS Students who are recipients of the 4Ps program.",24
337,"A copy, listing the names of SHS Students who are enrolled in the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
338,"DSWD Regional Offices will send a copy to BU Admissions, containing the names of SHS Students who are part of the 4Ps program.",24
339,"BU Admissions will receive a copy from DSWD Regional Offices, with the names of SHS Students who are beneficiaries of the 4Ps program.",24
340,"DSWD Regional Offices will provide BU Admissions with a copy, which includes the names of SHS Students who are participants in the 4Ps program.",24
341,"BU Admissions will be provided with a copy by DSWD Regional Offices, encompassing the names of SHS Students benefiting from the 4Ps program.",24
342,"A copy, including the names of SHS Students who are recipients of the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
343,"DSWD Regional Offices will transmit a copy to BU Admissions, comprising the names of SHS Students who are enrolled in the 4Ps program.",24
344,"BU Admissions will receive a copy from DSWD Regional Offices, with the names of SHS Students who are part of the 4Ps program.",24
345,"DSWD Regional Offices will send a copy to BU Admissions, with the names of SHS Students who are recipients of the 4Ps program.",24
346,"BU Admissions will receive a copy from DSWD Regional Offices, containing the names of SHS Students enrolled in the 4Ps program.",24
347,"A copy, containing the names of SHS Students who are participants in the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
348,"DSWD Regional Offices will provide BU Admissions with a copy, listing the names of SHS Students who are beneficiaries of the 4Ps program.",24
349,"BU Admissions will be provided with a copy by DSWD Regional Offices, including the names of SHS Students who are recipients of the 4Ps program.",24
350,"A copy, encompassing the names of SHS Students who are enrolled in the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
351,"DSWD Regional Offices will transmit a copy to BU Admissions, with the names of SHS Students who are part of the 4Ps program.",24
352,"BU Admissions will receive a copy from DSWD Regional Offices, comprising the names of SHS Students who are beneficiaries of the 4Ps program.",24
353,"DSWD Regional Offices will send a copy to BU Admissions, including the names of SHS Students who are participants in the 4Ps program.",24
354,"BU Admissions will receive a copy from DSWD Regional Offices, with the names of SHS Students who are recipients of the 4Ps program.",24
355,"A copy, containing the names of SHS Students who are enrolled in the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
356,"DSWD Regional Offices will provide BU Admissions with a copy, which includes the names of SHS Students who are part of the 4Ps program.",24
357,"BU Admissions will be provided with a copy by DSWD Regional Offices, listing the names of SHS Students who are beneficiaries of the 4Ps program.",24
358,"A copy, encompassing the names of SHS Students who are recipients of the 4Ps program, will be submitted to BU Admissions by DSWD Regional Offices.",24
359,"DSWD Regional Offices will transmit a copy to BU Admissions, including the names of SHS Students who are enrolled in the 4Ps program.",24
360,"BU Admissions will receive a copy from DSWD Regional Offices, with the names of SHS Students who are participants in the 4Ps program.",24
361,Remember to provide your guardian's tax exemption certificate.,25
362,Don't forget to submit your guardian's certificate of tax exemption.,25
363,Make sure your guardian's tax exemption certificate is included.,25
364,Please ensure your guardian's certificate of tax exemption is included.,25
365,Submit your guardian's tax exemption certificate along with your application.,25
366,Your guardian's tax exemption certificate is a required document.,25
367,Make sure to submit your guardian's tax exemption certificate.,25
368,Please don't forget to provide your guardian's tax exemption certificate.,25
369,Remember to submit your guardian's tax exemption certificate.,25
370,Please ensure your guardian's certificate of tax exemption is submitted.,25
371,Your guardian's certificate of tax exemption must be included in your submission.,25
372,Please ensure your guardian's tax exemption certificate is included.,25
373,Submit your guardian's certificate of tax exemption along with your application.,25
374,Your guardian's tax exemption certificate must be included in your submission.,25
375,Remember to ensure your guardian's certificate of tax exemption is submitted.,25
376,Your guardian's certificate of tax exemption is necessary for your application.,25
377,Make sure your guardian's certificate of tax exemption is included in your submission.,25
378,Please don't forget to ensure your guardian's tax exemption certificate is submitted.,25
379,Remember to include your guardian's tax exemption certificate in your submission.,25
380,Your guardian's tax exemption certificate is required for your application.,25
381,Ensure your guardian's certificate of tax exemption is included with your submission.,25
382,Please ensure your guardian's tax exemption certificate is included in your submission.,25
383,Make sure your guardian's tax exemption certificate is submitted.,25
384,Don't forget to ensure your guardian's certificate of tax exemption is included.,25
385,Your guardian's tax exemption certificate must be submitted.,25
386,Please don't forget to include your guardian's certificate of tax exemption.,25
387,Your guardian's certificate of tax exemption is necessary for submission.,25
388,Make sure your guardian's certificate of tax exemption is submitted.,25
389,You can email the BUAO.BUCET@GMAIL.COM or call at (052)742-5099,26
390,"To address your concerns, you may contact the BUAO.BUCET@GMAIL.COM or call at (052)742-5099",26
391,"For reaching out your concerns, you may email the BUAO.BUCET@GMAIL.COM or call at (052)742-5099",26
392,The University Registrar notes that the intention is to send the request letter for Form 137 from the student's prior academic institution.,27
393,"As per the University Registrar, the objective is to mail the request letter for Form 137 from the student's former educational establishment.",27
394,"According to the University Registrar, it is intended for mailing the request letter for Form 137 from the student's previous academic institution.",27
395,The University Registrar clarifies that it is for mailing the request letter for Form 137 from the student's former educational institution.,27
396,It is conveyed by the University Registrar that the purpose is to mail the request letter for Form 137 from the student's prior school.,27
397,"According to the University Registrar, the intention is to send the request letter for Form 137 from the student's previous academic establishment.",27
398,The University Registrar states that it is for mailing the request letter for Form 137 from the student's previous academic institution.,27
399,"As stated by the University Registrar, the objective is to mail the request letter for Form 137 from the student's prior educational establishment.",27
400,"According to the University Registrar, it is meant for mailing the request letter for Form 137 from the student's previous educational institution.",27
401,The University Registrar mentions that it is for mailing the request letter for Form 137 from the student's prior academic establishment.,27
402,"As per the University Registrar, the purpose is to mail the request letter for Form 137 from the student's former academic institution.",27
403,"According to the University Registrar, it is for mailing the request letter for Form 137 from the student's prior academic institution.",27
404,"Affirmative, the postage stamp is allowed to be over 40 pesos, but it must not be less than 40 pesos.",28
405,"Yes, the mailing stamp can exceed 40 pesos in value, but it must not be lower than 40 pesos.",28
406,"Indeed, the postage stamp's price can surpass 40 pesos, as long as it remains at or above 40 pesos.",28
407,"Absolutely, the mailing stamp's value can be higher than 40 pesos, but it cannot be less than 40 pesos.",28
408,"Correct, the postage stamp's cost may surpass 40 pesos, provided it does not fall below 40 pesos.",28
409,"Yes, the mailing stamp can be valued at more than 40 pesos, but it cannot be less than 40 pesos.",28
410,"Affirmative, the postage stamp's price can exceed 40 pesos, but it should not be less than 40 pesos.",28
411,"Indeed, the mailing stamp's value may go beyond 40 pesos, but it should not be lower than 40 pesos.",28
412,"Yes, the postage stamp can be priced higher than 40 pesos, but it must not be less than 40 pesos.",28
413,"Correct, the mailing stamp's cost can be greater than 40 pesos, but it should not be less than 40 pesos.",28
414,"Absolutely, the postage stamp's value can surpass 40 pesos, provided it does not drop below 40 pesos.",28
415,"Affirmative, the mailing stamp can exceed 40 pesos in value, but it should not be less than 40 pesos.",28
416,"Yes, the postage stamp's price may go over 40 pesos, but it must not be less than 40 pesos.",28
417,"Indeed, the mailing stamp can be valued at more than 40 pesos, but it cannot be lower than 40 pesos.",28
418,"The postage cost should be 40 pesos, either precisely 40 pesos or greater.",29
419,"The price of the mailing stamp should be 40 pesos, a total of 40 pesos or higher.",29
420,"The postage fee must amount to 40 pesos, totaling either 40 pesos or more.",29
421,"The mailing stamp should cost 40 pesos, totaling either 40 pesos or surpassing it.",29
422,"The postage cost needs to be 40 pesos, either precisely 40 pesos or more than this amount.",29
423,"The price of the mailing stamp should be 40 pesos, totaling either 40 pesos or exceeding this sum.",29
424,"The postage fee should be 40 pesos, either exactly 40 pesos or higher than this amount.",29
425,"The cost of the mailing stamp should amount to 40 pesos, totaling either 40 pesos or greater.",29
426,"The mailing stamp should be priced at 40 pesos, a sum totaling either 40 pesos or more.",29
427,"The postage cost should be 40 pesos, either precisely 40 pesos or exceeding this amount.",29
428,"The price of the mailing stamp should be 40 pesos, a total of 40 pesos or more.",29
429,"The postage fee must amount to 40 pesos, totaling either 40 pesos or surpassing this amount.",29
430,"The mailing stamp should cost 40 pesos, totaling either 40 pesos or more than this sum.",29
431,"As per the new Administrative Order from the University President, the requirement of a Medical Certificate for enrollment will be temporarily suspended, recognizing the current situation and adherence to the guidelines of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
432,"The recent Administrative Order issued by the University President specifies that the necessity of a Medical Certificate for enrollment will be temporarily lifted, taking into account the prevailing circumstances and compliance with the protocols of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
433,"In line with the recent Administrative Order by the University President, the inclusion of a Medical Certificate as part of the enrollment requirements will be temporarily waived, considering the current situation and adherence to the guidelines of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
434,"The University President's recent Administrative Order indicates that the requirement for a Medical Certificate for enrollment will be temporarily suspended, acknowledging the ongoing circumstances and compliance with the directives of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
435,"As outlined in the latest Administrative Order by the University President, the necessity of a Medical Certificate for enrollment will be temporarily exempted, considering the present situation and adherence to the regulations of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
436,"Per the recent Administrative Order issued by the University President, the inclusion of a Medical Certificate as part of the enrollment requirements will be temporarily disregarded, recognizing the current situation and compliance with the guidelines of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
437,"According to the new Administrative Order from the University President, the requirement of a Medical Certificate for enrollment will be temporarily waived, considering the prevailing circumstances and adherence to the policies of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
438,"As per the recent Administrative Order issued by the University President, the necessity of a Medical Certificate for enrollment will be temporarily suspended, recognizing the current situation and adherence to the directives of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
439,"The University President's recent Administrative Order specifies that the requirement for a Medical Certificate for enrollment will be temporarily lifted, considering the ongoing circumstances and compliance with the protocols of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
440,"In line with the recent Administrative Order by the University President, the inclusion of a Medical Certificate as part of the enrollment requirements will be temporarily waived, considering the current situation and adherence to the guidelines of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
441,"The University President's recent Administrative Order indicates that the requirement for a Medical Certificate for enrollment will be temporarily suspended, acknowledging the prevailing circumstances and compliance with the directives of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
442,"As outlined in the latest Administrative Order by the University President, the necessity of a Medical Certificate for enrollment will be temporarily exempted, recognizing the current situation and adherence to the regulations of the Inter-Agency Task Force for the Management of the Emerging Infectious Disease (IAFT-MEID).",30
443,"Documents to be passed through scanned copy:
 1. BUCET Result
 2. SHS Report Card
 3. Medical Certificate (only to those who can provide now)
 4. Birth Certificate
 5. 2 pcs of 2x2 picture",31
444,"Documents to be submitted in digital form:
 1. BUCET Result
 2. SHS Report Card
 3. Medical Certificate (only to those who can provide now)
 4. Birth Certificate
 5. 2 pcs of 2x2 picture",31
445,"List of documents to be passed in digital/scanned form:
 1. BUCET Result
 2. SHS Report Card
 3. Medical Certificate (only to those who can provide now)
 4. Birth Certificate
 5. 2 pcs of 2x2 picture",31
446,"Yes, there will be available dropboxes in satellite campuses of Bicol University.",32
447,"Yes, drop-off points will be provided at the satellite campuses of Bicol University.",32
448,"Indeed, dropboxes will be accessible at the satellite campuses of Bicol University.",32
449,"Certainly, there will be designated drop-off locations at Bicol University's satellite campuses.",32
450,"Absolutely, dropboxes will be installed at the satellite campuses of Bicol University.",32
451,"Without a doubt, there will be drop-off facilities at Bicol University's satellite campuses.",32
452,"Certainly, dropboxes will be set up at the satellite campuses of Bicol University.",32
453,It is confirmed that drop-off points will be available at Bicol University's satellite campuses.,32
454,"Indeed, dropboxes will be present at the satellite campuses of Bicol University.",32
455,"Without question, drop-off boxes will be placed at Bicol University's satellite campuses.",32
456,"Certainly, there will be accessible drop-off locations at Bicol University's satellite campuses.",32
457,"Affirmative, there will be designated drop-off areas at Bicol University's satellite campuses.",32
458,"Absolutely, dropboxes will be provided at the satellite campuses of Bicol University.",32
459,It is confirmed that drop-off points will be accessible at Bicol University's satellite campuses.,32
460,"Indeed, drop-off boxes will be installed at the satellite campuses of Bicol University.",32
461,"Without a doubt, there will be drop-off locations at Bicol University's satellite campuses.",32
462,"Certainly, dropboxes will be positioned at the satellite campuses of Bicol University.",32
463,It is confirmed that drop-off facilities will be available at Bicol University's satellite campuses.,32
464,"Indeed, dropboxes will be situated at the satellite campuses of Bicol University.",32
465,"Without question, there will be designated drop-off spots at Bicol University's satellite campuses.",32
466,"Certainly, there will be accessible drop-off points at Bicol University's satellite campuses.",32
467,The University Registrar has made it clear that the Grade 12 Report Card is obligatory for enrollment.,33
468,"According to the University Registrar's instructions, your Grade 12 Report Card must be sent.",33
469,"The Grade 12 Report Card stands out as a fundamental requisite for university enrollment, as emphasized by the office.",33
470,"As per the University Registrar's guidelines, only the Grade 12 Report Card is needed.",33
471,"The Grade 12 Report Card is highlighted as a primary condition for enrollment at the university, as per the University Registrar.",33
472,The University Registrar has specified that sending your Grade 12 Report Card suffices.,33
473,"In line with the University Registrar's directives, the Grade 12 Report Card is indispensable.",33
474,The University Registrar underscores the necessity of providing the Grade 12 Report Card for enrollment purposes.,33
475,The Grade 12 Report Card is identified by the university office as a foundational requirement for enrollment.,33
476,"According to the University Registrar, enrollment necessitates the submission of the Grade 12 Report Card exclusively.",33
477,The University Registrar emphasizes the importance of including the Grade 12 Report Card in your submission.,33
478,"As per the University Registrar's communication, your Grade 12 Report Card is the primary document required.",33
479,"The Grade 12 Report Card is stressed as a crucial document for university enrollment, according to the University Registrar.",33
480,"College of Science Courses(CS):
 1. Bachelor of Science in Biology
 2. Bachelor of Science in Chemistry
 3. Bachelor of Science in Computer Science
 4. Bachelor of Science in Information Technology
 5. Bachelor of Science in Meteorology",34
481,"Courses Available in College of Science (CS):
 1. Bachelor of Science in Biology
 2. Bachelor of Science in Chemistry
 3. Bachelor of Science in Computer Science
 4. Bachelor of Science in Information Technology
 5. Bachelor of Science in Meteorology",34
482,"Here is the list of available courses in College of Science (CS):
 1. Bachelor of Science in Biology
 2. Bachelor of Science in Chemistry
 3. Bachelor of Science in Computer Science
 4. Bachelor of Science in Information Technology
 5. Bachelor of Science in Meteorology",34
483,"College of Social Sciences and Philosophy (CSSP) Courses:
 1. AB Peace Studies
 2. AB Philosophy
 3. AB Political Science
 4. AB Sociology
 5. BS Psychology
 6. BS Social Work",35
484,"Courses Available in Collge of Social Sciences and Philosophy (CSSP):
 1. AB Peace Studies
 2. AB Philosophy
 3. AB Political Science
 4. AB Sociology
 5. BS Psychology
 6. BS Social Work",35
485,"List of available courses in College of Social Sciences and Philosophy (CSSP):
 1. AB Peace Studies
 2. AB Philosophy
 3. AB Political Science
 4. AB Sociology
 5. BS Psychology
 6. BS Social Work",35
486,"BU Tabaco (BUTC Courses:
 1. Secondary Education Major in Science
 2. Secondary Education Major in Math
 3. BS Entrepreneurship
 4. BS Fisheries
 5.  BS Food Technology
 6. BS Nursing
 7.  BS Social Work",36
487,"Courses Available in BU Tabaco (BUTC:
 1. Secondary Education Major in Science
 2. Secondary Education Major in Math
 3. BS Entrepreneurship
 4. BS Fisheries
 5.  BS Food Technology
 6. BS Nursing
 7.  BS Social Work",36
488,"List of courses at BU Tabaco (BUTC:
 1. Secondary Education Major in Science
 2. Secondary Education Major in Math
 3. BS Entrepreneurship
 4. BS Fisheries
 5.  BS Food Technology
 6. BS Nursing
 7.  BS Social Work",36
489,"College of Education (CE) Courses:
 1. Early Childhood Education
 2. Elementary Education
 3. Secondary Education
 4. Bachelor of Culture and Arts Education",37
490,"Courses Available in College of Education (CE):
 1. Early Childhood Education
 2. Elementary Education
 3. Secondary Education
 4. Bachelor of Culture and Arts Education",37
491,"List of courses in College of Education (CE):
 1. Early Childhood Education
 2. Elementary Education
 3. Secondary Education
 4. Bachelor of Culture and Arts Education",37
492,"BU Gubat Campus (GC Courses:
 1. Elementary Education
 2. Secondary Education major in Filipino
 3. Secondary Education major in Social Studies
 4. BS Entrepreneurship
 5. BSBA Major in Microfinance",38
493,"Courses in BU Gubat Campus (GC:
 1. Elementary Education
 2. Secondary Education major in Filipino
 3. Secondary Education major in Social Studies
 4. BS Entrepreneurship
 5. BSBA Major in Microfinance",38
494,"List of courses in BU Gubat Campus (GC:
 1. Elementary Education
 2. Secondary Education major in Filipino
 3. Secondary Education major in Social Studies
 4. BS Entrepreneurship
 5. BSBA Major in Microfinance",38
495,"College of Arts and Letters (CAL) Courses:
 1. AB Broadcasting
 2. AB Communication
 3.  AB English Language
 4. AB Journalism
 5. AB Performing Arts (BPeA) Theater
 6. AB Literature",39
496,"Courses in College of Arts and Letters (CAL):
 1. AB Broadcasting
 2. AB Communication
 3.  AB English Language
 4. AB Journalism
 5. AB Performing Arts (BPeA) Theater
 6. AB Literature",39
497,"List of courses College of Arts and Letters (CAL):
 1. AB Broadcasting
 2. AB Communication
 3.  AB English Language
 4. AB Journalism
 5. AB Performing Arts (BPeA) Theater
 6. AB Literature",39
498,"Institute of Design and Architecture (IDeA) Courses:
 1. BS Architecture",40
499,"Courses in Institute of Design and Architecture (IDeA):
 1. BS Architecture",40
500,"List of available courses in Institute of Design and Architecture (IDeA):
 1. BS Architecture",40
501,"College of Nursing (CN) Courses:
 1. BS Nursing",41
502,"Courses in College of Nursing (CN):
 1. BS Nursing",41
503,"List of courses College of Nursing (CN):
 1. BS Nursing",41
504,"Jesse M. Robredo Institute of Governance and Development (JMRIGD) Courses:
 1. Public Administration",42
505,"Courses in Jesse M. Robredo Institute of Governance and Development (JMRIGD):
 1. Public Administration",42
506,"List of courses in Jesse M. Robredo Institute of Governance and Development (JMRIGD):
 1. Public Administration",42
507,"Institute of Physical Education, Sports and Recreation (IPESR) Courses:
 1. BS in Exercise & Sports Sciences
 2. Bachelor of Physical Education",43
508,"Courses in Institute of Physical Education, Sports and Recreation (IPESR)?:
 1. BS in Exercise & Sports Sciences
 2. Bachelor of Physical Education",43
509,"List of courses in Institute of Physical Education, Sports and Recreation (IPESR)?:
 1. BS in Exercise & Sports Sciences
 2. Bachelor of Physical Education",43
510,"College of Business, Economics and Management (CBEM) Courses:
 1. BS Accountancy
 2. BS Economics
 3. BS Entrepreneurship
 4. BSBA Major in Financial Management
 5. BSBA Major in Human Resource Management
 6. BS Management
 7. BSBA Major in Marketing Management
 8. BSBA Microfinance
 9. BSBA Major in Operations Management",44
511,"Courses at College of Business, Economics and Management (CBEM):
 1. BS Accountancy
 2. BS Economics
 3. BS Entrepreneurship
 4. BSBA Major in Financial Management
 5. BSBA Major in Human Resource Management
 6. BS Management
 7. BSBA Major in Marketing Management
 8. BSBA Microfinance
 9. BSBA Major in Operations Management",44
512,"List of courses in College of Business, Economics and Management (CBEM):
 1. BS Accountancy
 2. BS Economics
 3. BS Entrepreneurship
 4. BSBA Major in Financial Management
 5. BSBA Major in Human Resource Management
 6. BS Management
 7. BSBA Major in Marketing Management
 8. BSBA Microfinance
 9. BSBA Major in Operations Management",44
513,"College of Industrial Technology (CIT) Courses:
 1. BS Automotive Technology
 2. BS Civil Technology
 3. BS Electrical Technology
 4. BS Electronics Technology
 5. BS Mechanical Technology
 6. BS Food Technology
 7. Industrial Design
 8. Technical - Vocational Teacher Educ. Major in Drafting Technology
 9. Technical - Vocational Teacher Educ. Major in Electrical Technology
 10. Technical - Vocational Teacher Educ. Major in Food Service Management
 11. Technical - Vocational Teacher Educ. Major in Garments Fashion and Design",45
514,"Courses in College of Industrial Technology (CIT):
 1. BS Automotive Technology
 2. BS Civil Technology
 3. BS Electrical Technology
 4. BS Electronics Technology
 5. BS Mechanical Technology
 6. BS Food Technology
 7. Industrial Design
 8. Technical - Vocational Teacher Educ. Major in Drafting Technology
 9. Technical - Vocational Teacher Educ. Major in Electrical Technology
 10. Technical - Vocational Teacher Educ. Major in Food Service Management
 11. Technical - Vocational Teacher Educ. Major in Garments Fashion and Design",45
515,"List of courses College of Industrial Technology (CIT):
 1. BS Automotive Technology
 2. BS Civil Technology
 3. BS Electrical Technology
 4. BS Electronics Technology
 5. BS Mechanical Technology
 6. BS Food Technology
 7. Industrial Design
 8. Technical - Vocational Teacher Educ. Major in Drafting Technology
 9. Technical - Vocational Teacher Educ. Major in Electrical Technology
 10. Technical - Vocational Teacher Educ. Major in Food Service Management
 11. Technical - Vocational Teacher Educ. Major in Garments Fashion and Design",45
516,"College of Engineering (CENG) Courses:
 1. BS Chemical Engineering
 2. BS Civil Engineering
 3. BS Electrical Engineering
 4. BS Geodetic Engineering
 5. BS Mechanical Engineering
 6. BS Mining Engineering",46
517,"Courses in College of Engineering (CENG):
 1. BS Chemical Engineering
 2. BS Civil Engineering
 3. BS Electrical Engineering
 4. BS Geodetic Engineering
 5. BS Mechanical Engineering
 6. BS Mining Engineering",46
518,"List of courses in College of Engineering (CENG):
 1. BS Chemical Engineering
 2. BS Civil Engineering
 3. BS Electrical Engineering
 4. BS Geodetic Engineering
 5. BS Mechanical Engineering
 6. BS Mining Engineering",46
519,"Bicol University Guinobatan Courses:
 1. BS Agribusiness
 2. BS Agricultural & Biosystems Engineering
 3. BS Agriculture
 4. BS Forestry
 5. Technical - Vocational Teacher Educ. Major in Animal Production
 6. Technical - Vocational Teacher Educ. Major in Agricultural Crop Production
 7. BS Food Technology
 8. Doctor of Veterinary Medicine",47
520,"Courses in Bicol University Guinobatan:
 1. BS Agribusiness
 2. BS Agricultural & Biosystems Engineering
 3. BS Agriculture
 4. BS Forestry
 5. Technical - Vocational Teacher Educ. Major in Animal Production
 6. Technical - Vocational Teacher Educ. Major in Agricultural Crop Production
 7. BS Food Technology
 8. Doctor of Veterinary Medicine",47
521,"List of courses in Bicol University Guinobatan:
 1. BS Agribusiness
 2. BS Agricultural & Biosystems Engineering
 3. BS Agriculture
 4. BS Forestry
 5. Technical - Vocational Teacher Educ. Major in Animal Production
 6. Technical - Vocational Teacher Educ. Major in Agricultural Crop Production
 7. BS Food Technology
 8. Doctor of Veterinary Medicine",47
522,"Bicol University Polangui Courses:
 1. Elementary Education
 2. Secondary Education Major in English
 3. Secondary Education Major in Math
 4. BS Automotive Technology
 5. BS Computer Engineering
 6. BS Computer Science
 7. BS Electronics Engineering
 8. BS Electronics Technology
 9. BS Entrepreneurship
 10. BS Information System
 11. BS Information Technology
 12. BS Information Technology (Animation)
 13. BS Mechanical Technology
 14. BS Nursing
 15. Technology and Livelihood Education (BTLed-ICT)
 16. Technology and Livelihood Education (BTLEd-Home Economics)",48
523,"Courses in Bicol University Polangui:
 1. Elementary Education
 2. Secondary Education Major in English
 3. Secondary Education Major in Math
 4. BS Automotive Technology
 5. BS Computer Engineering
 6. BS Computer Science
 7. BS Electronics Engineering
 8. BS Electronics Technology
 9. BS Entrepreneurship
 10. BS Information System
 11. BS Information Technology
 12. BS Information Technology (Animation)
 13. BS Mechanical Technology
 14. BS Nursing
 15. Technology and Livelihood Education (BTLed-ICT)
 16. Technology and Livelihood Education (BTLEd-Home Economics)",48
524,"List of courses in Bicol University Polangui:
 1. Elementary Education
 2. Secondary Education Major in English
 3. Secondary Education Major in Math
 4. BS Automotive Technology
 5. BS Computer Engineering
 6. BS Computer Science
 7. BS Electronics Engineering
 8. BS Electronics Technology
 9. BS Entrepreneurship
 10. BS Information System
 11. BS Information Technology
 12. BS Information Technology (Animation)
 13. BS Mechanical Technology
 14. BS Nursing
 15. Technology and Livelihood Education (BTLed-ICT)
 16. Technology and Livelihood Education (BTLEd-Home Economics)",48
525,Courses Available at the College of Dental Medicine (CDM): 1. Doctor of Dental Medicine,49
526,Courses Available at the College of Dental Medicine (CDM): 1. Doctor of Dental Medicine,49
527,Courses Available at the College of Dental Medicine (CDM): 1. Doctor of Dental Medicine,49
528,"Check out the following! 
 I. General Requirements:
 1. You must be a high school senior of a DepEd-recognized high school and expecting to graduate at the end of the school year; OR
 2. A senior high school graduate who has not taken and/or is not taking any college subjects or an ALS graduate who has not enrolled in any college course is eligible to apply.
 II. Specific Requirements:
 1. To apply, go to https://buao.bicol-u.edu.ph/bucet_online/bucetapply.php and fill out the online application form. Make sure to use a computer/device with a good internet connection upon online registration.
 2. Two(2) copies of “2x2” recent, unedited or unfiltered studio-taken photograph of the applicant in white background with the applicant's signature and name tag below;
 3. Grade 9 and Grade 11 High School academic ratings affixed at the reversed side of the BUCET Application Form and duly signed by the School Principal and has a school dry seal;
 4. Authenticated Photocopies of Grade 9-11 SF10 (Formerly Form 137) and Grade 12 SF9(Formerly Form 138) For Senior High School Graduates who have not taken any college subject. For ALS graduates, submit your ALS Certificate of Rating and Certificate of Completion. DO NOT SUBMIT the original copies unless required by the office to be presented for authentication purposes.
 5. Photocopy of Person with Disability (PWD) ID under RA No. 7277 (if applicable only);
 6. Photocopy of parent's Solo Parent ID under RA No. 11861 (if applicable only);
 7. Copy of Parent's latest Income Tax Return (ITR) or Certificate of Tax Exemption from the Bureau of Internal Revenue (BIR);
 8. Accomplished NCIP-COC Form 4 or downloadable Certificate of Membership from the National Commission on Indigenous Peoples (NCIP) Regional Office, if the applicant is a member of ethnolinguistic groups (Indigenous Peoples groups);
 9. Certification from the Barangay if the applicant is a resident of or comes from Geographically-Isolated and Disadvantaged Areas, (GIDA) under RA No. 11148, please refer to this link GIDA List 2022;
 10. Certification from DSWD if a member of 4P's (Pantawid Pamilyang Pilipino Program);
 11. One long-sized window mailing envelope with Php 50.00 worth of mailing stamps from the Postal Office attached to the upper right-hand corner for mailing results;
",50
